1749746065.982742 server started (27205): version 3.5a, socket /tmp/tmux-1000/default, protocol 8
1749746065.982808 on Linux 6.6.87.1-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Mon Apr 21 17:08:54 UTC 2025
1749746065.982819 using libevent 2.1.12-stable poll
1749746065.982825 using ncurses 6.5 20250125
1749746066.138126 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_left_separator_sub=\\uE0B1
1749746066.138128 peer 0x70b893f459c0 message 105
1749746066.138140 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_window_status_last_bg=#303030
1749746066.138142 peer 0x70b893f459c0 message 105
1749746066.138146 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_status_left_bg=#ffff00,#ff00af,#5fff00
1749746066.138148 peer 0x70b893f459c0 message 105
1749746066.138151 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_new_window_reconnect_ssh=false
1749746066.138153 peer 0x70b893f459c0 message 105
1749746066.138156 client 0x70b893eda800 IDENTIFY_ENVIRON LESS=-R
1749746066.138159 peer 0x70b893f459c0 message 105
1749746066.138161 client 0x70b893eda800 IDENTIFY_ENVIRON WSL2_GUI_APPS_ENABLED=1
1749746066.138164 peer 0x70b893f459c0 message 105
1749746066.138167 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_window_status_activity_attr=underscore
1749746066.138169 peer 0x70b893f459c0 message 105
1749746066.138172 client 0x70b893eda800 IDENTIFY_ENVIRON TMUX_CONF=/home/sergiop/.tmux.conf
1749746066.138175 peer 0x70b893f459c0 message 105
1749746066.138178 client 0x70b893eda800 IDENTIFY_ENVIRON WSL_DISTRO_NAME=kali-linux
1749746066.138180 peer 0x70b893f459c0 message 105
1749746066.138183 client 0x70b893eda800 IDENTIFY_ENVIRON TMUX=/tmp/tmux-1000/default,27205,-1
1749746066.138185 peer 0x70b893f459c0 message 105
1749746066.138188 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_mouse_fg=none
1749746066.138190 peer 0x70b893f459c0 message 105
1749746066.138193 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_colour_1=#080808
1749746066.138196 peer 0x70b893f459c0 message 105
1749746066.138199 client 0x70b893eda800 IDENTIFY_ENVIRON WT_SESSION=9748e60c-1760-429b-9a27-a763b45f0333
1749746066.138201 peer 0x70b893f459c0 message 105
1749746066.138204 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_colour_2=#303030
1749746066.138206 peer 0x70b893f459c0 message 105
1749746066.138209 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_colour_3=#8a8a8a
1749746066.138211 peer 0x70b893f459c0 message 105
1749746066.138214 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_colour_4=#00afff
1749746066.138217 peer 0x70b893f459c0 message 105
1749746066.138219 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_colour_5=#ffff00
1749746066.138222 peer 0x70b893f459c0 message 105
1749746066.138225 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_colour_6=#080808
1749746066.138227 peer 0x70b893f459c0 message 105
1749746066.138230 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_colour_7=#e4e4e4
1749746066.138232 peer 0x70b893f459c0 message 105
1749746066.138235 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_colour_8=#080808
1749746066.138237 peer 0x70b893f459c0 message 105
1749746066.138240 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_colour_9=#ffff00
1749746066.138243 peer 0x70b893f459c0 message 105
1749746066.138245 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_clock_colour=#00afff
1749746066.138248 peer 0x70b893f459c0 message 105
1749746066.138251 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_root_fg=none
1749746066.138253 peer 0x70b893f459c0 message 105
1749746066.138256 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme=enabled
1749746066.138258 peer 0x70b893f459c0 message 105
1749746066.138261 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_update_plugins_on_launch=true
1749746066.138264 peer 0x70b893f459c0 message 105
1749746066.138266 client 0x70b893eda800 IDENTIFY_ENVIRON NMAP_PRIVILEGED=
1749746066.138269 peer 0x70b893f459c0 message 105
1749746066.138272 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_update_plugins_on_reload=true
1749746066.138274 peer 0x70b893f459c0 message 105
1749746066.138277 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_status_attr=none
1749746066.138279 peer 0x70b893f459c0 message 105
1749746066.138282 client 0x70b893eda800 IDENTIFY_ENVIRON ASSET=Forensics
1749746066.138285 peer 0x70b893f459c0 message 105
1749746066.138287 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_window_status_bell_bg=default
1749746066.138290 peer 0x70b893f459c0 message 105
1749746066.138298 client 0x70b893eda800 IDENTIFY_ENVIRON NAME=DESKTOP-VCU4BEJ
1749746066.138300 peer 0x70b893f459c0 message 105
1749746066.138303 client 0x70b893eda800 IDENTIFY_ENVIRON PWD=/home/sergiop/Downloads/My-parrot-Configurations
1749746066.138306 peer 0x70b893f459c0 message 105
1749746066.138309 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_left_separator_main=\\uE0B0
1749746066.138311 peer 0x70b893f459c0 message 105
1749746066.138314 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_pane_active_indicator=#00afff
1749746066.138316 peer 0x70b893f459c0 message 105
1749746066.138319 client 0x70b893eda800 IDENTIFY_ENVIRON LOGNAME=sergiop
1749746066.138322 peer 0x70b893f459c0 message 105
1749746066.138324 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_prefix_bg=none
1749746066.138327 peer 0x70b893f459c0 message 105
1749746066.138330 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_root_attr=bold,blink
1749746066.138332 peer 0x70b893f459c0 message 105
1749746066.138337 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_status_right= #{prefix}#{mouse}#{pairing}#{synchronized}#{?battery_status,#{battery_status},}#{?battery_bar, #{battery_bar},}#{?battery_percentage, #{battery_percentage},} , %R , %d %b | #{username}#{root} | #{hostname} 
1749746066.138340 peer 0x70b893f459c0 message 105
1749746066.138343 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_battery_status_discharging=\342\206\223
1749746066.138345 peer 0x70b893f459c0 message 105
1749746066.138348 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_status_bg=#080808
1749746066.138351 peer 0x70b893f459c0 message 105
1749746066.138354 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_synchronized_attr=none
1749746066.138356 peer 0x70b893f459c0 message 105
1749746066.138359 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_battery_bar_symbol_full=\342\227\274
1749746066.138362 peer 0x70b893f459c0 message 105
1749746066.138365 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_pane_border=#303030
1749746066.138367 peer 0x70b893f459c0 message 105
1749746066.138370 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_window_status_activity_fg=default
1749746066.138373 peer 0x70b893f459c0 message 105
1749746066.138376 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_window_status_bg=#080808
1749746066.138378 peer 0x70b893f459c0 message 105
1749746066.138381 client 0x70b893eda800 IDENTIFY_ENVIRON HOME=/home/sergiop
1749746066.138383 peer 0x70b893f459c0 message 105
1749746066.138386 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_battery_bar_symbol_empty=\342\227\273
1749746066.138389 peer 0x70b893f459c0 message 105
1749746066.138392 client 0x70b893eda800 IDENTIFY_ENVIRON LANG=en_US.UTF-8
1749746066.138394 peer 0x70b893f459c0 message 105
1749746066.138397 client 0x70b893eda800 IDENTIFY_ENVIRON WSL_INTEROP=/run/WSL/901_interop
1749746066.138401 peer 0x70b893f459c0 message 105
1749746066.138439 client 0x70b893eda800 IDENTIFY_ENVIRON LS_COLORS=rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=00:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.7z=01;31:*.ace=01;31:*.alz=01;31:*.apk=01;31:*.arc=01;31:*.arj=01;31:*.bz=01;31:*.bz2=01;31:*.cab=01;31:*.cpio=01;31:*.crate=01;31:*.deb=01;31:*.drpm=01;31:*.dwm=01;31:*.dz=01;31:*.ear=01;31:*.egg=01;31:*.esd=01;31:*.gz=01;31:*.jar=01;31:*.lha=01;31:*.lrz=01;31:*.lz=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.lzo=01;31:*.pyz=01;31:*.rar=01;31:*.rpm=01;31:*.rz=01;31:*.sar=01;31:*.swm=01;31:*.t7z=01;31:*.tar=01;31:*.taz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tgz=01;31:*.tlz=01;31:*.txz=01;31:*.tz=01;31:*.tzo=01;31:*.tzst=01;31:*.udeb=01;31:*.war=01;31:*.whl=01;31:*.wim=01;31:*.xz=01;31:*.z=01;31:*.zip=01;31:*.zoo=01;31:*.zst=01;31:*.avif=01;35:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.webp=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:*~=00;90:*#=00;90:*.bak=00;90:*.crdownload=00;90:*.dpkg-dist=00;90:*.dpkg-new=00;90:*.dpkg-old=00;90:*.dpkg-tmp=00;90:*.old=00;90:*.orig=00;90:*.part=00;90:*.rej=00;90:*.rpmnew=00;90:*.rpmorig=00;90:*.rpmsave=00;90:*.swp=00;90:*.tmp=00;90:*.ucf-dist=00;90:*.ucf-new=00;90:*.ucf-old=00;90:
1749746066.138451 peer 0x70b893f459c0 message 105
1749746066.138454 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_pairing=\342\232\207
1749746066.138457 peer 0x70b893f459c0 message 105
1749746066.138460 client 0x70b893eda800 IDENTIFY_ENVIRON WAYLAND_DISPLAY=wayland-0
1749746066.138462 peer 0x70b893f459c0 message 105
1749746066.138465 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_message_fg=#080808
1749746066.138468 peer 0x70b893f459c0 message 105
1749746066.138471 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_pane_indicator=#00afff
1749746066.138473 peer 0x70b893f459c0 message 105
1749746066.138476 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_window_status_last_attr=none
1749746066.138479 peer 0x70b893f459c0 message 105
1749746066.138482 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_status_right_bg=#080808,#d70000,#e4e4e4
1749746066.138484 peer 0x70b893f459c0 message 105
1749746066.138487 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_message_command_bg=#080808
1749746066.138490 peer 0x70b893f459c0 message 105
1749746066.138492 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_focused_pane_bg=#303030
1749746066.138495 peer 0x70b893f459c0 message 105
1749746066.138498 client 0x70b893eda800 IDENTIFY_ENVIRON TMUX_CONF_LOCAL=/home/sergiop/.tmux.conf.local
1749746066.138500 peer 0x70b893f459c0 message 105
1749746066.138503 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_synchronized_bg=none
1749746066.138506 peer 0x70b893f459c0 message 105
1749746066.138508 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_pairing_fg=none
1749746066.138511 peer 0x70b893f459c0 message 105
1749746066.138514 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_window_fg=default
1749746066.138516 peer 0x70b893f459c0 message 105
1749746066.138519 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_preserve_stock_bindings=false
1749746066.138521 peer 0x70b893f459c0 message 105
1749746066.138524 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_window_status_current_bg=#00afff
1749746066.138527 peer 0x70b893f459c0 message 105
1749746066.138530 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_mouse_bg=none
1749746066.138532 peer 0x70b893f459c0 message 105
1749746066.138536 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_pane_active_border=#{?pane_in_mode,#ffff00,#{?synchronize-panes,#d70000,#00afff}}
1749746066.138539 peer 0x70b893f459c0 message 105
1749746066.138541 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_mouse_attr=none
1749746066.138544 peer 0x70b893f459c0 message 105
1749746066.138547 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_battery_bar_palette=gradient
1749746066.138549 peer 0x70b893f459c0 message 105
1749746066.138552 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_clock_style=24
1749746066.138555 peer 0x70b893f459c0 message 105
1749746066.138557 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_message_attr=bold
1749746066.138560 peer 0x70b893f459c0 message 105
1749746066.138563 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_new_session_retain_current_path=false
1749746066.138565 peer 0x70b893f459c0 message 105
1749746066.138568 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_right_separator_main=\\uE0B2
1749746066.138571 peer 0x70b893f459c0 message 105
1749746066.138578 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_mode_fg=#080808
1749746066.138581 peer 0x70b893f459c0 message 105
1749746066.138584 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_window_status_attr=none
1749746066.138586 peer 0x70b893f459c0 message 105
1749746066.138589 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_status_left_attr=bold,none,none
1749746066.138592 peer 0x70b893f459c0 message 105
1749746066.138596 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_window_status_current_format=#I #W#{?#{||:#{window_bell_flag},#{window_zoomed_flag}}, ,}#{?window_bell_flag,!,}#{?window_zoomed_flag,Z,}
1749746066.138598 peer 0x70b893f459c0 message 105
1749746066.138601 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_synchronized=\342\232\217
1749746066.138604 peer 0x70b893f459c0 message 105
1749746066.138606 client 0x70b893eda800 IDENTIFY_ENVIRON TERM=xterm-256color
1749746066.138609 peer 0x70b893f459c0 message 105
1749746066.138612 client 0x70b893eda800 IDENTIFY_ENVIRON ZSH=/home/sergiop/.oh-my-zsh
1749746066.138614 peer 0x70b893f459c0 message 105
1749746066.138617 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_right_separator_sub=\\uE0B3
1749746066.138620 peer 0x70b893f459c0 message 105
1749746066.138623 client 0x70b893eda800 IDENTIFY_ENVIRON USER=sergiop
1749746066.138625 peer 0x70b893f459c0 message 105
1749746066.138628 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_prefix_fg=none
1749746066.138630 peer 0x70b893f459c0 message 105
1749746066.138633 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_copy_to_os_clipboard=false
1749746066.138636 peer 0x70b893f459c0 message 105
1749746066.138639 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_window_status_current_attr=bold
1749746066.138641 peer 0x70b893f459c0 message 105
1749746066.138645 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_window_status_format=#I #W#{?#{||:#{window_bell_flag},#{window_zoomed_flag}}, ,}#{?window_bell_flag,!,}#{?window_zoomed_flag,Z,}
1749746066.138647 peer 0x70b893f459c0 message 105
1749746066.138650 client 0x70b893eda800 IDENTIFY_ENVIRON TMUX_SOCKET=/tmp/tmux-1000/default
1749746066.138653 peer 0x70b893f459c0 message 105
1749746066.138655 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_window_status_fg=#8a8a8a
1749746066.138658 peer 0x70b893f459c0 message 105
1749746066.138661 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_window_status_last_fg=#00afff
1749746066.138663 peer 0x70b893f459c0 message 105
1749746066.138666 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_terminal_title=#h \342\235\220 #S \342\227\217 #I #W
1749746066.138669 peer 0x70b893f459c0 message 105
1749746066.138672 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_window_status_bell_fg=#ffff00
1749746066.138674 peer 0x70b893f459c0 message 105
1749746066.138677 client 0x70b893eda800 IDENTIFY_ENVIRON DISPLAY=:0
1749746066.138679 peer 0x70b893f459c0 message 105
1749746066.138682 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_battery_hbar_palette=gradient
1749746066.138685 peer 0x70b893f459c0 message 105
1749746066.138687 client 0x70b893eda800 IDENTIFY_ENVIRON SHLVL=1
1749746066.138690 peer 0x70b893f459c0 message 105
1749746066.138693 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_uninstall_plugins_on_reload=true
1749746066.138695 peer 0x70b893f459c0 message 105
1749746066.138698 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_urlscan_options=--compact --dedupe
1749746066.138701 peer 0x70b893f459c0 message 105
1749746066.138703 client 0x70b893eda800 IDENTIFY_ENVIRON PAGER=less
1749746066.138706 peer 0x70b893f459c0 message 105
1749746066.138709 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_window_status_activity_bg=default
1749746066.138711 peer 0x70b893f459c0 message 105
1749746066.138714 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_status_left_fg=#080808,#e4e4e4,#080808
1749746066.138716 peer 0x70b893f459c0 message 105
1749746066.138719 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_root=!
1749746066.138722 peer 0x70b893f459c0 message 105
1749746066.138730 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_status_right_fg=#8a8a8a,#e4e4e4,#080808
1749746066.138732 peer 0x70b893f459c0 message 105
1749746066.138735 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_message_command_fg=#ffff00
1749746066.138738 peer 0x70b893f459c0 message 105
1749746066.138741 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_prefix=\342\214\250
1749746066.138743 peer 0x70b893f459c0 message 105
1749746066.138746 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_pairing_bg=none
1749746066.138748 peer 0x70b893f459c0 message 105
1749746066.138751 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_status_fg=#8a8a8a
1749746066.138754 peer 0x70b893f459c0 message 105
1749746066.138757 client 0x70b893eda800 IDENTIFY_ENVIRON TMUX_PROGRAM=/usr/bin/tmux
1749746066.138760 peer 0x70b893f459c0 message 105
1749746066.138763 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_24b_colour=auto
1749746066.138765 peer 0x70b893f459c0 message 105
1749746066.138768 client 0x70b893eda800 IDENTIFY_ENVIRON XDG_RUNTIME_DIR=/run/user/1000/
1749746066.138770 peer 0x70b893f459c0 message 105
1749746066.138773 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_window_status_current_fg=#080808
1749746066.138776 peer 0x70b893f459c0 message 105
1749746066.138779 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_mouse=\342\206\227
1749746066.138781 peer 0x70b893f459c0 message 105
1749746066.138784 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_window_status_bell_attr=blink,bold
1749746066.138786 peer 0x70b893f459c0 message 105
1749746066.138789 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_battery_status_charging=\342\206\221
1749746066.138792 peer 0x70b893f459c0 message 105
1749746066.138795 client 0x70b893eda800 IDENTIFY_ENVIRON WSLENV=WT_SESSION:WT_PROFILE_ID:
1749746066.138797 peer 0x70b893f459c0 message 105
1749746066.138800 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_window_bg=default
1749746066.138802 peer 0x70b893f459c0 message 105
1749746066.138805 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_root_bg=none
1749746066.138808 peer 0x70b893f459c0 message 105
1749746066.138810 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_pane_border_style=thin
1749746066.138813 peer 0x70b893f459c0 message 105
1749746066.138816 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_status_right_attr=none,none,bold
1749746066.138818 peer 0x70b893f459c0 message 105
1749746066.138821 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_message_command_attr=bold
1749746066.138824 peer 0x70b893f459c0 message 105
1749746066.138826 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_new_pane_retain_current_path=true
1749746066.138829 peer 0x70b893f459c0 message 105
1749746066.138832 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_status_left= \357\214\247 #S |  \357\222\274 #{cpu_percentage} | \356\277\205 #{ram_percentage} 
1749746066.138835 peer 0x70b893f459c0 message 105
1749746066.138846 client 0x70b893eda800 IDENTIFY_ENVIRON PATH=/home/sergiop/.local/bin:/home/sergiop/go/bin:/home/sergiop/.local/bin:/home/sergiop/.local/bin:/home/sergiop/go/bin:/home/sergiop/.local/bin:/home/sergiop/.local/bin:/home/sergiop/.local/bin:/home/sergiop/.local/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/usr/lib/wsl/lib:/mnt/c/WINDOWS/system32:/mnt/c/WINDOWS:/mnt/c/WINDOWS/System32/Wbem:/mnt/c/WINDOWS/System32/WindowsPowerShell/v1.0/:/mnt/c/WINDOWS/System32/OpenSSH/:/mnt/c/Program Files/Git/cmd:/mnt/c/Program Files/Microsoft SQL Server/150/Tools/Binn/:/mnt/c/Program Files/Microsoft SQL Server/Client SDK/ODBC/170/Tools/Binn/:/mnt/c/Program Files/dotnet/:/mnt/c/Program Files (x86)/Windows Kits/10/Windows Performance Toolkit/:/mnt/c/Users/Sergio Pozo/AppData/Local/Programs/Eclipse Adoptium/jdk-21.0.6.7-hotspot/bin:/mnt/c/Users/Sergio Pozo/AppData/Local/Microsoft/WindowsApps:/mnt/c/Users/Sergio Pozo/AppData/Local/Programs/Microsoft VS Code/bin:/mnt/c/Users/Sergio Pozo/.dotnet/tools:/home/sergiop/Downloads/fzf/bin
